7.3516 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1440, 900]. Using actual size
8.0995 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1372a9be0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x13728feb8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2880, 1800]), stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.0995 	EXP 	window1: recordFrameIntervals = False
8.2833 	EXP 	window1: recordFrameIntervals = True
8.4674 	EXP 	window1: recordFrameIntervals = False
8.6945 	EXP 	Created leftimageLoc = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='leftimageLoc', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.87, 1.  ]), texRes=128, units='norm', win=Window(...))
8.6958 	EXP 	Created rightimageLoc = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='rightimageLoc', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.87, 1.  ]), texRes=128, units='norm', win=Window(...))
8.7905 	EXP 	Created Q = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Q', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text='Which one came first?', units='norm', win=Window(...), wrapWidth=1)
8.7933 	EXP 	Created ITIfixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ITIfixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
8.8025 	EXP 	Imported subj41_day2_sequence.csv as conditions, 22 conditions, 2 params
8.8028 	EXP 	Created sequence: random, trialTypes=22, nReps=1, seed=None
8.8032 	EXP 	New trial (rep=0, index=0): OrderedDict([('leftimage', 'stimsday2details/wedding29.png'), ('rightimage', 'stimsday2details/wedding23.png')])
9.2161 	EXP 	leftimageLoc: image = 'stimsday2details/wedding29.png'
9.2161 	EXP 	rightimageLoc: image = 'stimsday2details/wedding23.png'
9.2161 	EXP 	leftimageLoc: autoDraw = True
9.2161 	EXP 	rightimageLoc: autoDraw = True
9.2161 	EXP 	Q: autoDraw = True
19.2766 	DATA 	Keypress: l
19.2855 	EXP 	leftimageLoc: autoDraw = False
19.2855 	EXP 	rightimageLoc: autoDraw = False
19.2855 	EXP 	Q: autoDraw = False
19.2855 	EXP 	ITIfixation: autoDraw = True
20.7708 	EXP 	New trial (rep=0, index=1): OrderedDict([('leftimage', 'stimsday2details/wedding2.png'), ('rightimage', 'stimsday2details/wedding28.png')])
21.1191 	EXP 	ITIfixation: autoDraw = False
21.1191 	EXP 	leftimageLoc: image = 'stimsday2details/wedding2.png'
21.1191 	EXP 	rightimageLoc: image = 'stimsday2details/wedding28.png'
21.1191 	EXP 	leftimageLoc: autoDraw = True
21.1191 	EXP 	rightimageLoc: autoDraw = True
21.1191 	EXP 	Q: autoDraw = True
23.3399 	DATA 	Keypress: l
23.3524 	EXP 	leftimageLoc: autoDraw = False
23.3524 	EXP 	rightimageLoc: autoDraw = False
